brand,org,admin_n
임페리얼 포슬린,e-영업4,1
자올닥터스오더,e-영업4,1
자이구루 데바옴,e-영업3,1
자코모 발렌티니,e-영업3,1
자코모발렌티니,e-영업3,1
장 샤를르 브로소,e-영업4,1
재영코리아리빙,e-영업4,1
제너럴 아이디어,e-영업3,2
제너럴아이디어,e-영업3,1
제롬 드레이퓌스,e-영업3,1
제이더블유파크,e-영업4,1
제이더블유페이,e-영업3,1
제이에스앤와이,e-영업2,1
제이에스엔와이,e-영업1,6
제이제이지고트,e-영업3,1
제인 아이어데일,e-영업4,1
젠틀맨 하드웨어,e-영업4,1
조셉앤스테이시,e-영업3,2
주스앤그로서리,e-영업4,1
주식회사 티오엔,e-영업4,1
줄리엣 해즈 어 건,e-영업4,1
지노리 1735,e-영업3,2
지아니끼아리니,e-영업3,1
지아더아이엔지,e-영업3,1
지안니끼아리니,e-영업3,1
지안프랑코 페레,e-영업3,1
지안프랑코페레,e-영업3,1
지즈 바이 울랄라,e-영업3,1
질 스튜어트 뉴욕,e-영업2,1
질스튜어트 뉴욕,e-영업1,9
질스튜어트 장갑,e-영업3,1
카너 바르셀로나,e-영업4,1
카락터코펜하겐,e-영업3,1
카오코탈라이푸,e-영업4,1
캐롤리나 헤레라,e-영업4,1
캐롤리나헤레라,e-영업3,1
캐스퍼존아이바,e-영업3,1
캐시미어하우스,e-영업3,1
캘러웨이_무료,e-영업4,1
캘러웨이_유료,e-영업4,1
캘러웨이_클럽,e-영업4,1
캠브리지 멤버스,e-영업3,2
커틀러 앤 그로스,e-영업3,1
컨템포러리젠더,e-영업3,1
케이제이잡화점,e-영업3,1
케이트스페이드,e-영업4,1
코렐코디네이츠,e-영업4,1
코모레비마리드,e-영업4,1
코모레비뮤지엄,e-영업3,1
코스메 데코르테,e-영업4,1
코케트 스튜디오,e-영업3,1
큐티에잇 가먼츠,e-영업3,1
크리스찬 루부탱,e-영업3,1
크리스찬루부탱,e-영업3,1
크리스크리스티,e-영업3,2
크리스탈 닥 파리,e-영업4,1
크리스탈 헤이즈,e-영업3,1
크리스탈헤이즈,e-영업3,1
크리스토퍼 케인,e-영업3,1
클락스 오리지널,e-영업3,1
키아라 페라그니,e-영업3,1
키지마 타카유키,e-영업3,1
킹마담건강침대,e-영업4,1
타이가 타카하시,e-영업3,1
타이거 트라이브,e-영업3,1
타이니코스모스,e-영업3,2
테일러스튜디오,e-영업3,1
텍스타일에리어,e-영업3,1
텐더가든_리빙,e-영업4,1
텐더가든_뷰티,e-영업4,1
텐트마크디자인,e-영업4,1
트렌드세터 웨어,e-영업3,2
트로이스포인트,e-영업4,1
트루릴리전 셔츠,e-영업3,1
트루링크스웨어,e-영업4,1
트리플투피프스,e-영업4,1
티더블유더블유,e-영업4,1
티아이디 와치스,e-영업3,1
티파니주니어_,e-영업3,1
파라다이스에어,e-영업4,1
파비아나 필리피,e-영업3,1
파비아나필리피,e-영업3,1
파이브앤플러스,e-영업3,1
팔로마바르셀로,e-영업3,1
팔리에로 사르티,e-영업3,1
팔리에로사르티,e-영업3,1
패트리지아 페페,e-영업3,1
퍼퓸 드 엠파이어,e-영업4,1
퍼퓸홀릭 인타임,e-영업4,1
펄링 바이 지아니,e-영업3,1
페넬로페베드룸,e-영업4,1
페드로가르시아,e-영업3,1
페라로밀라노_,e-영업3,1
페이스인네이처,e-영업4,1
페이스인페이스,e-영업4,1
페이퍼 리퍼블릭,e-영업4,1
포레스트스토리,e-영업4,1
포멜카멜레 악세,e-영업3,1
포체 스포츠 클럽,e-영업3,1
포틴_클럽단품,e-영업4,1
풀무원건강생활,e-영업4,1
프랑스보르테가,e-영업4,1
프랭크올리비에,e-영업4,1
프렌즈손데토이,e-영업3,2
프로젝트오디오,e-영업4,1
플라센타 베제딸,e-영업4,1
플라즈마스페어,e-영업3,1
플래닛리메이커,e-영업3,1
플러터 스튜디오,e-영업3,1
플레이키즈프로,e-영업3,1
플렌스테드모빌,e-영업4,1
플로랑스네이쳐,e-영업4,1
플리즈헤이트미,e-영업3,1
피렌체아뜨리에,e-영업3,1
피알지알_유료,e-영업4,1
피오레스튜디오,e-영업3,1
피터 토마스 로스,e-영업4,1
피터토마스로스,e-영업4,1
하와이안 호스트,e-영업4,1
하우스오브써니,e-영업3,1
한경희생활과학,e-영업4,1
한동녹용연구소,e-영업4,1
한일스테인레스,e-영업4,1
해리스워프런던,e-영업3,1
해외입점테스트,e-영업4,1
허벌페이스푸드,e-영업4,1
헤르미나 아테네,e-영업3,1
헤리스워프런던,e-영업3,1
홀리 러브스 러브,e-영업3,1
홀리데이테이블,e-영업4,1
화이트오가니아,e-영업4,1
히비스커스 블룸,e-영업3,1
100퍼센트,e-영업3,1
24시간엣지,e-영업4,1
3.1 필립 림,e-영업3,1
3.1 필립림,e-영업3,1
365메소드,e-영업4,1
38컴온커먼,e-영업3,1
Adidas,e-영업3,1
JJ지고트_,e-영업3,1
MLB키즈_,e-영업3,1
Mammut,e-영업3,1
NBA키즈_,e-영업3,1
NY KIDS,e-영업3,1
Stussy,e-영업3,1
VIVIEN,e-영업3,1
가먼트레이블,e-영업3,1
게리앤프레키,e-영업4,1
고마워모래야,e-영업4,1
공백0100,e-영업4,1
광동생활건강,e-영업4,1
구디 탱글픽스,e-영업4,1
국산수제간식,e-영업4,1
굿나잇데이브,e-영업3,2
그래니트기어,e-영업4,1
그랜드 세이코,e-영업3,1
그로우플랜터,e-영업4,1
글래머러스 디,e-영업4,1
글래스하우스,e-영업4,1
글로벌나이프,e-영업4,1
글로우라우디,e-영업4,1
글로우몬스터,e-영업4,1
길더스브리지,e-영업4,1
김성훈도자기,e-영업4,1
김소형헤밀레,e-영업4,1
김영주스포츠,e-영업4,1
김정문알로에,e-영업4,1
김포유기공방,e-영업4,1
꼬르넬리아니,e-영업3,1
나뚜라하우스,e-영업4,1
나뚜리바이오,e-영업4,1
나이키키즈_,e-영업3,1
나인식스뉴욕,e-영업3,2
나타샤 디노나,e-영업4,1
내추럴라이저,e-영업3,1
네버마인드올,e-영업4,1
네오스트라타,e-영업4,1
네이처하우스,e-영업3,1
네이처하이크,e-영업4,1
네이키드니스,e-영업3,1
네추럴라이즈,e-영업4,1
노드 스튜디오,e-영업3,1
노르마카말리,e-영업3,1
노만코펜하겐,e-영업4,1
뉴암스테르담,e-영업3,1
뉴트라라이프,e-영업4,1
뉴트라바이오,e-영업4,1
뉴트리디데이,e-영업4,1
닉앤니콜 포 맨,e-영업3,1
다넘 포르투나,e-영업3,1
다니엘 웰링턴,e-영업3,1
다니엘에스테,e-영업3,2
다니엘웰링톤,e-영업3,1
다니엘크레뮤,e-영업3,1
다담아이엔씨,e-영업4,1
다이와_유료,e-영업4,1
닥터 하우쉬카,e-영업4,1
닥터디퍼런트,e-영업4,1
닥터마시멜로,e-영업4,1
닥터브로너스,e-영업4,1
닥터엔디에스,e-영업4,1
닥터제이콥스,e-영업4,1
닥터퍼니스트,e-영업3,1
닥터하우쉬카,e-영업4,1
대상웰라이프,e-영업4,1
더 잉글리쉬 솝,e-영업4,1
더끌림퍼니처,e-영업4,1
더니트컴퍼니,e-영업3,1
더블리스풀독,e-영업4,1
더블유레시피,e-영업4,1
더블유엠에프,e-영업4,1
더아이잗뉴욕,e-영업3,1
더프레스카랩,e-영업4,1
데님인더박스,e-영업3,1
데미지니모닉,e-영업3,2
데이먼스이어,e-영업3,1
데이비드 클럽,e-영업4,1
데이토나파크,e-영업3,1
데일라잇뉴욕,e-영업3,1
데저트 에센스,e-영업4,1
덴티본조르노,e-영업4,1
도깨비방망이,e-영업4,1
도나카란뉴욕,e-영업3,1
돌체 앤 가바나,e-영업4,1
돌체앤가바나,e-영업3,3
돌체엔가바나,e-영업4,1
동의본초연구,e-영업4,1
드래곤 디퓨저,e-영업3,1
드래곤 디퓨전,e-영업3,1
드래곤디퓨전,e-영업3,1
드레곤디퓨전,e-영업3,1
드레곤디퓨젼,e-영업3,1
드로잉에이미,e-영업4,1
드롤드무슈어,e-영업3,1
드리스 반 노튼,e-영업3,1
디스퀘어드2,e-영업3,2
디어드라세나,e-영업4,1
디오키드스킨,e-영업4,1
디즈니베이비,e-영업3,1
디케이앤와이,e-영업3,1
디케이엔와이,e-영업3,2
땡큐슈즈머치,e-영업3,1
땡큐오리지널,e-영업4,1
라메종드도도,e-영업3,1
라스포르티바,e-영업4,1
라이프 시리즈,e-영업4,1
라이프레시피,e-영업4,1
라이플페이퍼,e-영업3,2
래비티 스포츠,e-영업3,2
러기드하우스,e-영업3,2
러브 모스키노,e-영업3,1
러브모스키노,e-영업3,1
러브스토리스,e-영업3,1
럭키플레이스,e-영업4,1
레노마수영복,e-영업4,1
레드발렌티노,e-영업3,1
레베카밍코프,e-영업3,1
레스아티스트,e-영업3,1
레이지선데이,e-영업3,1
레이티드그린,e-영업4,1
로라 메르시에,e-영업4,1
로라메르시에,e-영업4,1
로리스 아자로,e-영업4,1
로스트인서울,e-영업4,1
로얄 캐네디언,e-영업4,1
로얄 코펜하겐,e-영업3,1
로얄그래프톤,e-영업4,1
로얄스튜어트,e-영업4,1
로얄코펜하겐,e-영업4,1
로제까바이에,e-영업4,1
로제드 자르딘,e-영업4,1
로지컬리스킨,e-영업4,1
롤리타 렘피카,e-영업4,1
롤리타렘피카,e-영업4,1
루디프로젝트,e-영업3,2
루이모라이스,e-영업3,1
루이지 보렐리,e-영업3,1
루틴프로젝트,e-영업4,1
르니앤맥코이,e-영업3,3
르리에 알비스,e-영업4,1
르희 캐시미어,e-영업3,1
리비아나 콘티,e-영업3,1
리빙아일랜드,e-영업4,1
리빙인도무스,e-영업4,1
리얼지오지아,e-영업3,1
리얼테크닉스,e-영업4,1
리즈 클레이본,e-영업4,1
리틀 그라운드,e-영업3,1
리틀그라운드,e-영업3,1
리틀아카이브,e-영업4,1
리플라이퍼키,e-영업3,2
리피트_키친,e-영업4,1
릴리 그레이스,e-영업4,1
마가린핑거스,e-영업3,1
마놀로 블라닉,e-영업3,1
마누 아틀리에,e-영업3,1
마누아틀리에,e-영업3,1
마누엘에기욤,e-영업3,1
마루망_무료,e-영업4,1
마르셀로 불론,e-영업3,1
마르셀로불론,e-영업3,1
마르코시에나,e-영업3,1
마리나 데스테,e-영업3,1
마리슈타이거,e-영업4,1
마리아꾸르끼,e-영업3,1
마우이앤선즈,e-영업4,1
마운틴스미스,e-영업4,1
마이크돈두잇,e-영업3,1
마이크로매트,e-영업4,1
마이클 코어스,e-영업3,2
마이클코어스,e-영업3,3
마인드브릿지,e-영업3,1
마크 제이콥스,e-영업3,2
마크곤잘레스,e-영업3,1
마크제이콥스,e-영업3,2
마트인코리아,e-영업4,1
마틸다엔와이,e-영업3,1
말라코프스키,e-영업4,1
맘트리퍼니처,e-영업4,1
머레이코리아,e-영업4,1
먼데이플로우,e-영업4,1
먼데인먼데이,e-영업3,1
먼스앤데이즈,e-영업4,1
먼슬리121,e-영업4,1
메이블린 뉴욕,e-영업4,1
메이슨 피어슨,e-영업4,1
메이아일랜드,e-영업4,1
메이준뉴트리,e-영업4,1
메종 에르메스,e-영업4,1
메종 플라네르,e-영업3,1
메종드구르메,e-영업4,1
메종드메이어,e-영업3,1
메종드에디션,e-영업4,1
메종드이네스,e-영업3,1
멜리사앤더그,e-영업3,1
멜팅스튜디오,e-영업4,1
모그스튜디오,e-영업4,1
모니카비나더,e-영업3,1
모이모이깜피,e-영업3,1
모즈스튜디오,e-영업3,1
모티브스트릿,e-영업3,1
미드나잇무브,e-영업3,1
미셸바이탠디,e-영업3,1
미스터마리아,e-영업4,1
미스테리랜치,e-영업3,1
미즈노_무료,e-영업4,1
미즈노_클럽,e-영업4,1
미카엘라버거,e-영업3,1
밀양본차이나,e-영업4,1
밀크마일로로,e-영업3,1
바겐슈타이거,e-영업4,1
바네사브루노,e-영업1,5
바닐라빌리지,e-영업4,1
바른엔젤체어,e-영업4,1
바이 파미셀 랩,e-영업4,1
바이말렌버그,e-영업3,1
바이오가이아,e-영업4,1
바이오레시피,e-영업4,1
바이오미스트,e-영업4,1
바이오에비뉴,e-영업4,1
바이오이펙트,e-영업4,1
바톤 페레이라,e-영업3,1
박덕근참기름,e-영업4,1
박홍근홈패션,e-영업4,1
반디스오가닉,e-영업3,2
반원아틀리에,e-영업3,1
반클리프 아펠,e-영업3,2
반트36.5,e-영업4,1
발렌티노 루디,e-영업3,2
발렌티노루디,e-영업3,1
버뮤다그래스,e-영업4,1
버윅1707,e-영업3,1
버지니아까사,e-영업4,1
버클리 스퀘어,e-영업4,1
베네통글로벌,e-영업3,1
베드메이트유,e-영업4,1
베어미네랄스,e-영업4,1
베이비꼬꼴레,e-영업3,2
베이스레인지,e-영업3,1
벨로아이녹스,e-영업4,1
보니타하우스,e-영업4,1
보니토앤벨라,e-영업3,1
보르고세시아,e-영업3,1
보스(골프),e-영업4,1
보타닉 스토리,e-영업4,1
보테가 베네타,e-영업3,2
보테가베네타,e-영업3,2
보헤미안블루,e-영업4,1
본드넘버나인,e-영업4,1
본보스튜디오,e-영업3,2
볼빅 폴리큐션,e-영업4,1
볼빅_캐디백,e-영업4,1
분더가이스트,e-영업3,1
불가리 아이웰,e-영업3,1
불가리안로즈,e-영업4,1
뷰티메이커스,e-영업4,1
브라더크루거,e-영업4,1
브라운 브레스,e-영업3,1
브라이언베리,e-영업3,1
브라이트베리,e-영업4,1
브러쉬버디즈,e-영업4,1
브레드메이어,e-영업4,1
브레스마스크,e-영업4,1
브렌다브렌든,e-영업3,1
브로덴하우스,e-영업4,1
브루클린웍스,e-영업4,1
브리타스웨덴,e-영업4,1
브이비씨까사,e-영업4,1
블라블라키아,e-영업3,1
블라썸하우스,e-영업4,1
블랑쉬하우스,e-영업4,1
블랙마틴싯봉,e-영업3,1
블랙앤화이트,e-영업4,1
블루독베이비,e-영업3,1
비너스 자스민,e-영업3,1
비디케이 퍼퓸,e-영업3,1
비비 베네치아,e-영업3,1
비비베네치아,e-영업3,1
비비안 판도라,e-영업3,1
비비올리비아,e-영업3,1
비아로마15,e-영업3,1
비아봉드비아,e-영업3,1
비얼디드키드,e-영업3,1
비에스더블유,e-영업4,1
비엔에이치홈,e-영업4,1
비욘드오리진,e-영업4,1
비욘드클로젯,e-영업3,1
비욘드테이블,e-영업4,1
비지트 인 뉴욕,e-영업3,1
비지트인뉴욕,e-영업3,1
비케이쿡웨어,e-영업4,1
비포문라이즈,e-영업3,1
빅토리아 베컴,e-영업3,1
빈센트 네이비,e-영업3,1
빈티지캔들라,e-영업4,1
빌보드스타일,e-영업4,1
빠니에데썽스,e-영업4,1
삐삐네옷가게,e-영업3,1
사만사타바사,e-영업3,1
사만킬로미터,e-영업3,2
사방넷브랜드,e-영업3,2
산리오프렌즈,e-영업3,1
살바도르달리,e-영업4,1
삼성금거래소,e-영업3,1
상일리베가구,e-영업4,1
서울대오메가,e-영업4,1
서울트레이딩,e-영업3,1
서울헬스클럽,e-영업3,1
서포트라이트,e-영업3,1
세균아 꼼짝마,e-영업4,1
세라미카보나,e-영업4,1
세러데이스킨,e-영업4,1
세르즈블랑코,e-영업4,1
세르지오로시,e-영업3,1
세서미프린츠,e-영업4,1
세실리아 반센,e-영업3,1
세실리에 반센,e-영업3,1
세인트 미카엘,e-영업3,1
세인트 제임스,e-영업3,1
세인트스코트,e-영업3,2
세인트이브스,e-영업4,1
세인트제임스,e-영업3,1
세컨드라운드,e-영업3,1
세컨모놀로그,e-영업3,1
세토크래프트,e-영업3,1
센존블루라벨,e-영업3,1
센텔리안24,e-영업4,1
셀더마 데일리,e-영업4,1
셀렙샵에디션,e-영업3,2
셀트만바이덴,e-영업4,1
소니아리키엘,e-영업3,1
소피앤테일러,e-영업3,1
솔루미에스테,e-영업4,1
솔트앤초콜릿,e-영업3,1
솔트워터 샌들,e-영업3,1
솔트워터샌들,e-영업3,1
슈바르츠코프,e-영업4,1
슈와츠코리아,e-영업4,1
슈퍼레이티브,e-영업3,1
슈퍼스트로크,e-영업4,1
스네일라이프,e-영업4,1
스노우코스트,e-영업3,1
스릭슨_유료,e-영업4,1
스마일리월드,e-영업3,1
스마일베이비,e-영업3,1
스마트스코어,e-영업4,1
스마트자전거,e-영업3,1
스와로브스키,e-영업3,1
스웨디시드림,e-영업4,1
스위치123,e-영업3,2
스위트몬스터,e-영업4,1
스칼렛또블랙,e-영업3,1
스킨 슈티컬즈,e-영업4,1
스킨1004,e-영업4,1
스킨알엑스 랩,e-영업4,1
스킨앤코 로마,e-영업4,1
스타일노리터,e-영업3,1
스테이크 챔프,e-영업4,1
스테파니존슨,e-영업3,1
스텝어라운드,e-영업3,1
스톤 아일랜드,e-영업3,2
스톤아일랜드,e-영업3,4
스튜디오 다리,e-영업3,1
스튜디오나인,e-영업3,1
스튜디오럭스,e-영업3,2
스튜디오루프,e-영업4,1
스튜디오세라,e-영업3,1
스트라스베리,e-영업3,1
스트라이벡틴,e-영업4,1
스트라테지아,e-영업3,1
스트레티지아,e-영업3,1
스파클링피스,e-영업3,1
스펙스몬타나,e-영업3,1
스포츠리서치,e-영업4,1
스포티앤리치,e-영업3,2
스포티엔리치,e-영업3,1
시네마 시크릿,e-영업4,1
시마노_유료,e-영업4,1
시크릿플랜트,e-영업4,1
실버크레스트,e-영업4,1
써니사이드업,e-영업4,1
씨 바이 끌로에,e-영업3,1
씨바이끌로에,e-영업3,1
씨앤피 알엑스,e-영업4,1
씨엔엔 어패럴,e-영업3,2
씨이오파퓸스,e-영업4,1
씨제이이엔엠,e-영업4,1
아날로그무드,e-영업3,1
아네피그라프,e-영업3,1
아니아 하이에,e-영업3,1
아뜰리에 먼로,e-영업2,1
아뜰리에두뱅,e-영업4,1
아로마폴리스,e-영업4,1
아로하트리즈,e-영업4,1
아르가니케어,e-영업4,1
아르네 야콥센,e-영업3,1
아르마니 진스,e-영업3,1
아르키메데스,e-영업3,1
아름다운프로,e-영업4,1
아리조나 러브,e-영업3,1
아리조나러브,e-영업3,1
아망떼 물티슈,e-영업4,1
아메리칸 이글,e-영업3,1
아메리칸 크루,e-영업4,1
아메리칸니들,e-영업3,1
아모레퍼시픽,e-영업4,1
아미나 무아디,e-영업3,1
아미나무아디,e-영업3,1
아미노 비오틴,e-영업4,1
아부가르시아,e-영업4,1
아비노베이비,e-영업4,1
아스토플렉스,e-영업3,1
아이더블유씨,e-영업3,1
아이러브제이,e-영업3,1
아이스비스킷,e-영업3,1
아이씨베를린,e-영업3,1
아이엘컴퍼니,e-영업4,1
아이젠베르그,e-영업4,1
아조바이아조,e-영업3,1
아카데미과학,e-영업3,1
아카이브먼츠,e-영업3,1
아쿠아 델엘바,e-영업4,1
아쿠아 디 소이,e-영업4,1
아쿠아드폴리,e-영업4,1
아크코펜하겐,e-영업3,1
아틀리에 코롱,e-영업4,1
아틀리에코롱,e-영업4,1
아틀리에퀸스,e-영업4,1
아티스트웨어,e-영업3,1
