키워드,네이버검색량,PC,모바일,경쟁정도,추이지수,추이,월별추이
웨지샌들,12530,1630,10900,높음,19.4,급하락,21.1|35.0|30.1|11.2|2.8|0.5|0.2|0.3|0.7|1.0|2.1|6.9|19.4
장,4870,380,4490,낮음,14.5,급하락,19.0|19.0|19.4|18.7|17.0|16.3|15.6|15.0|15.1|15.0|15.2|13.7|14.5
토오픈,360,60,300,높음,0.4,급하락,0.6|0.7|0.4|0.2|0.1|0.0|0.0|0.0|0.1|0.3|0.4
BB,2700,590,2110,높음,3.6,급하락,5.0|4.3|4.4|4.2|3.8|4.2|4.1|4.5|6.1|3.2|3.6|3.2|3.6
가공품,380,130,250,낮음,0.4,상승,0.4|0.4|0.5|0.7|0.8|0.6|0.5|0.5|0.6|0.5|0.6|0.5|0.4
가디건,14160,4270,9890,높음,23.0,급상승,48.6|26.5|21.6|28.7|82.5|100|58.1|46.2|42.5|35.4|59.1|48.4|23.0
가방악세사리,810,100,710,높음,5.5,급하락,8.2|7.3|7.7|7.0|7.5|6.1|5.3|5.6|6.0|5.4|6.5|5.6|5.5
가운,3690,780,2910,높음,30.2,하락,40.1|35.6|38.3|37.3|37.2|41.6|43.7|45.4|42.7|36.1|37.7|32.2|30.2
건강식품,3890,1410,2480,중간,36.4,급하락,88.7|77.6|71.6|71.6|58.3|37.3|36.0|39.5|56.7|54.9|35.2|40.1|36.4
건조망,470,100,370,높음,3.3,급하락,4.2|5.3|4.5|5.5|5.1|6.0|7.1|3.8|2.7|1.5|2.3|2.7|3.3
고글,9990,1930,8060,중간,78.9,급하락,93.1|100|98.5|83.3|67.6|55.2|60.7|76.6|77.8|57.5|69.4|85.7|78.9
공용귀걸이,10,5,5,낮음,,,
공용기타쥬얼리,10,5,5,낮음,,,
공용목걸이,10,5,5,낮음,,,
공용반지,10,5,5,낮음,,,
공용브로치,10,5,5,낮음,,,
공용시계,10,5,5,높음,,,
공용팔찌,15,5,10,높음,,,
공용헤어ACC,10,5,5,낮음,,,
구강청결제,6760,1850,4910,중간,4.4,하락,6.3|5.7|4.4|5.0|4.9|5.7|4.3|4.1|4.5|4.0|4.9|4.0|4.4
구명조끼,31410,7210,24200,중간,14.6,급하락,19.4|35.9|100|72.5|20.4|11.2|8.1|7.7|9.0|7.4|6.9|9.3|14.6
군모,1990,360,1630,높음,1.7,유지,2.1|2.0|1.7|1.9|1.9|1.9|1.8|1.7|1.8|1.7|2.0|2.1|1.7
귀걸이,51600,10300,41300,높음,39.9,유지,47.6|43.0|44.0|67.2|100|82.0|48.1|54.2|56.6|44.4|49.3|41.6|39.9
귀마개,10270,2720,7550,중간,7.6,하락,11.5|11.3|12.2|13.5|15.4|25.2|39.7|63.7|47.8|18.9|14.2|9.9|7.6
그릴,6170,1350,4820,중간,5.0,급하락,8.7|7.9|8.1|8.2|7.9|7.3|6.0|6.0|6.4|5.0|4.7|4.8|5.0
기본가디건,50,10,40,높음,0.0,급상승,0.2|0.0|0.0|0.0|0.4|0.4|0.1|0.1|0.1|0.1|0.1|0.1|0.0
기타,20220,3220,17000,높음,62.2,급하락,100|86.0|86.4|86.0|88.3|90.6|89.6|90.7|80.0|60.9|71.7|62.1|62.2
기타 구기,10,5,5,낮음,,,
기타 낚시용품,10,5,5,낮음,,,
기타 서핑용품,10,5,5,낮음,,,
기타 수영용품,10,5,5,낮음,0.0,유지,0.0
기타 야구용품,10,5,5,낮음,,,
기타 요가용품,10,5,5,낮음,,,
기타 헬스용품,10,5,5,낮음,,,
기타ACC,10,5,5,높음,,,
기타모자,10,5,5,낮음,,,
기타소품,35,5,30,높음,0.0,급상승,0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0
기타용품,190,30,160,높음,0.6,급하락,1.0|1.0|0.8|0.9|0.8|0.8|0.8|1.0|0.9|0.8|0.7|0.6|0.6
기타캠핑용품,10,5,5,높음,,,
긴팔셔츠,450,100,350,높음,1.4,급하락,2.4|2.3|2.3|3.2|5.4|3.9|1.1|0.4|0.5|0.4|0.9|1.3|1.4
긴팔티셔츠,710,130,580,중간,4.8,하락,24.8|10.6|8.1|15.1|57.9|100|47.2|20.6|16.5|14.8|20.4|13.6|4.8
낚시가방,8800,1710,7090,중간,68.3,급하락,90.1|76.6|75.0|77.6|100|97.4|70.4|50.2|44.4|42.2|53.5|61.8|68.3
낚시의류,1020,200,820,중간,7.7,급하락,9.7|9.6|9.4|10.1|13.5|12.2|6.4|3.4|2.5|2.8|4.4|5.7|7.7
낚시찌,1380,230,1150,중간,10.7,상승,11.5|10.5|10.0|12.9|16.2|18.4|14.4|11.7|10.6|8.7|11.4|11.6|10.7
난방용품,50,10,40,높음,0.2,급하락,0.1|0.1|0.8|9.2|11.8|10.0|5.5|1.0|0.5|0.1|0.2
남녀공용,370,120,250,높음,2.8,하락,4.3|4.0|4.2|3.2|4.0|4.4|5.3|5.6|4.8|4.0|4.2|3.9|2.8
남녀공용시계,25,5,20,높음,0.0,유지,0.0|0.0|0.0
남성목걸이,1390,190,1200,높음,7.4,급하락,8.5|9.2|9.5|9.3|7.7|6.6|6.1|6.4|6.0|5.7|6.8|6.9|7.4
남성반지,680,100,580,높음,3.7,하락,4.4|4.0|4.5|4.5|3.9|3.0|3.9|4.3|5.0|4.3|4.5|3.9|3.7
남성배드민턴상의,10,5,5,높음,,,
남성벨트,14980,2380,12600,높음,100,급상승,89.6|71.3|62.8|62.6|73.5|71.6|57.6|56.8|52.5|66.8|85.1|93.5|100
남성보드복상의,10,5,5,낮음,1.0,급상승,1.0|1.0|15.9|11.4|1.0
남성보드복하의,10,5,5,낮음,1.0,유지,1.0
남성비치웨어,110,30,80,높음,3.5,급하락,32.5|51.1|100|31.5|10.1|3.3|15.7|12.2|13.9|8.7|2.1|2.9|3.5
남성사각,15,5,10,높음,2.9,유지,17.2|82.0|2.9
남성삼각,100,20,80,높음,1.0,급하락,58.8|59.2|53.0|54.2|39.8|24.8|5.6|3.1|1.9|7.0|14.3|4.3|1.0
남성선글라스,3270,560,2710,높음,70.2,상승,50.4|50.7|53.7|36.0|19.1|14.6|19.5|17.7|22.6|25.9|39.6|61.7|70.2
남성스키복상의,10,5,5,낮음,0.8,급상승,0.2|0.9|3.1|3.4|0.8
남성스키복하의,10,5,5,낮음,0.1,유지,0.1
남성스포츠글라스,10,5,5,낮음,0.1,유지,0.1
남성시계,4500,730,3770,높음,88.1,하락,92.6|92.3|95.3|100|92.9|84.9|75.3|89.0|87.4|80.3|84.7|77.2|88.1
남성싸이클링상의,10,5,5,낮음,,,
남성싸이클링하의,10,5,5,낮음,,,
남성장갑,90,10,80,높음,0.7,급상승,0.6|0.0|0.8|2.2|1.0|6.7|36.8|78.8|41.0|8.3|2.5|1.2|0.7
남성지갑,6550,1090,5460,높음,74.0,하락,90.1|79.8|78.5|89.2|90.1|86.0|80.8|98.7|100|95.7|86.2|73.1|74.0
남성팔찌,3760,620,3140,높음,35.9,급하락,37.3|42.9|46.6|46.5|35.6|26.1|22.8|25.2|24.5|23.1|24.8|29.4|35.9
남아래쉬가드,7690,750,6940,높음,4.4,급하락,5.3|10.1|18.0|5.3|1.4|0.7|0.9|1.4|2.0|1.7|2.3|3.3|4.4
남아수영복,8910,850,8060,중간,6.3,급하락,7.9|11.6|16.2|6.8|3.2|1.9|2.2|3.2|4.2|4.0|5.8|6.2|6.3
내복,2140,600,1540,중간,2.4,급하락,5.2|3.8|2.5|3.1|4.7|14.3|21.0|24.2|17.6|5.4|3.7|3.0|2.4
넥워머,4270,1060,3210,높음,4.1,상승,5.2|4.9|6.3|4.6|6.6|29.9|87.9|100|67.5|19.9|8.4|5.5|4.1
넥타이,17260,3160,14100,높음,20.3,상승,26.6|21.1|16.9|20.9|26.2|28.5|27.3|25.3|23.1|20.9|25.2|22.7|20.3
농구화,12070,1570,10500,높음,19.7,하락,25.0|22.7|20.8|19.1|18.0|15.7|16.6|17.8|18.8|14.8|22.2|20.5|19.7
니트,8030,1320,6710,높음,15.2,급상승,23.1|19.8|19.3|20.9|39.5|77.6|94.5|100|73.4|46.1|44.1|25.1|15.2
다운,4650,1110,3540,높음,6.7,하락,9.3|8.8|9.2|11.6|9.1|9.9|12.4|12.1|9.1|6.5|8.1|7.2|6.7
다운점퍼,140,40,100,높음,0.1,급상승,0.2|0.1|0.2|0.4|1.0|3.5|5.8|4.8|3.1|1.2|0.8|0.2|0.1
더플백,12430,2230,10200,높음,19.4,급하락,26.8|26.3|29.1|28.4|23.8|20.4|18.2|20.3|24.5|25.2|22.6|19.1|19.4
덤벨,25930,6430,19500,중간,38.8,하락,44.7|47.0|54.2|48.4|38.3|29.6|26.7|30.3|36.7|33.0|43.7|49.3|38.8
데님팬츠,4910,450,4460,높음,9.7,급상승,11.3|8.3|6.4|7.7|23.2|26.4|10.1|6.7|6.4|7.8|12.2|10.9|9.7
데오드란트,47690,5790,41900,높음,74.5,급하락,85.1|100|97.4|63.6|43.2|24.3|18.0|18.3|22.2|21.8|33.7|55.7|74.5
도서,14410,5360,9050,높음,23.1,하락,32.0|30.7|31.4|31.1|29.5|25.5|26.6|30.4|25.3|21.4|30.1|23.1|23.1
돗자리,30610,5510,25100,중간,68.0,급하락,82.2|74.6|66.9|65.4|75.6|62.3|24.7|15.2|14.7|17.5|40.0|70.5|68.0
동전지갑,6140,1210,4930,높음,7.7,급하락,12.1|12.3|18.6|12.8|11.3|10.9|10.9|11.8|13.9|11.6|11.2|8.7|7.7
드레스,11210,1480,9730,높음,14.1,하락,19.1|15.2|14.9|15.5|15.9|16.5|16.5|16.9|15.7|13.1|14.3|14.2|14.1
디퓨저,35600,11400,24200,중간,43.6,급하락,100|61.5|61.8|56.6|65.6|56.2|55.3|68.4|55.9|48.3|62.6|59.7|43.6
땀복,6950,1100,5850,높음,9.9,급하락,19.3|17.5|15.9|13.4|19.2|18.5|16.3|13.7|15.4|12.1|14.3|11.9|9.9
라운지웨어,2200,400,1800,높음,3.0,급하락,4.6|4.2|3.6|2.6|2.9|4.5|4.2|3.8|3.9|3.1|2.9|2.8|3.0
라켓용품,10,5,5,낮음,,,
래쉬가드,66700,11900,54800,높음,21.6,급하락,31.2|48.1|100|54.7|17.5|11.1|12.9|15.2|18.9|15.4|15.1|15.7|21.6
랜턴,7190,2030,5160,중간,3.7,급하락,5.2|4.7|4.9|4.9|5.6|5.8|4.7|4.1|3.7|2.8|3.5|3.7|3.7
런닝,17300,2600,14700,중간,8.8,급하락,12.2|13.0|15.5|15.4|15.6|12.0|8.5|6.2|6.7|5.9|8.3|8.9|8.8
런닝화,54020,9920,44100,높음,28.9,급하락,41.6|47.1|45.5|55.0|61.1|44.5|29.5|23.2|28.9|25.7|34.2|32.8|28.9
레깅스,15030,3830,11200,높음,7.6,급하락,11.2|14.9|16.3|14.8|12.6|11.4|11.7|10.4|10.7|7.8|12.6|12.6|7.6
레이스업슈즈,250,20,230,중간,0.1,급상승,0.1|0.0|0.0|0.0|0.2|0.1|0.0|0.0|0.0|0.1|0.1|0.1|0.1
레인부츠,52630,9030,43600,높음,28.2,급하락,59.1|100|26.5|9.7|8.3|8.3|3.3|2.6|1.7|2.2|5.5|11.3|28.2
레인코트,6500,1280,5220,높음,3.7,급하락,9.4|11.7|5.2|4.0|4.1|4.3|1.6|1.5|1.3|1.9|3.0|3.2|3.7
로션,8780,1510,7270,중간,4.9,급하락,7.0|9.5|5.8|6.1|7.7|5.7|6.3|6.8|7.3|5.8|6.1|5.1|4.9
로퍼,19740,3540,16200,높음,56.4,급상승,64.1|56.0|47.8|60.7|93.0|100|72.8|60.6|61.5|69.7|94.9|71.3|56.4
롱,1880,170,1710,낮음,3.9,급하락,5.4|5.0|5.8|7.4|5.1|5.6|6.4|4.8|5.2|4.2|4.3|4.1|3.9
롱가디건,1090,180,910,높음,3.6,급상승,7.1|4.0|3.4|3.4|11.6|21.6|12.6|6.1|5.5|6.3|9.2|5.9|3.6
롱자켓,120,10,110,중간,0.5,급상승,1.3|0.5|0.4|0.5|1.9|3.7|2.4|1.5|1.4|1.5|2.8|1.3|0.5
롱코트,580,110,470,높음,1.5,급상승,1.5|1.4|2.4|4.2|6.2|19.5|46.3|52.4|34.4|15.0|6.4|1.6|1.5
롱팬츠,70,10,60,높음,0.0,급하락,0.1|0.1|0.1|0.0|0.0|0.1|0.1|0.1|0.0|0.0|0.0|0.0|0.0
루어낚시,3160,630,2530,높음,2.8,급하락,3.4|3.1|3.0|3.6|3.4|3.7|2.5|1.6|1.6|1.4|2.0|2.4|2.8
린스,6190,820,5370,중간,5.6,하락,6.9|6.7|6.9|8.3|6.1|5.4|5.5|6.6|7.9|6.2|6.6|5.7|5.6
마스크,39970,9870,30100,높음,39.6,유지,61.9|54.2|38.1|56.7|100|86.0|92.9|77.7|81.4|57.5|64.0|56.9|39.6
매트,27540,4740,22800,높음,23.1,급하락,32.9|33.0|33.6|31.9|30.4|33.1|31.7|28.9|28.2|24.1|25.3|22.4|23.1
맨투맨,8850,2820,6030,높음,13.7,급상승,23.8|10.4|11.5|16.1|51.9|100|80.0|60.3|51.1|45.1|64.7|43.1|13.7
머니클립,4780,910,3870,중간,6.8,유지,8.0|7.3|7.7|8.3|7.0|6.8|6.2|7.3|7.6|7.7|7.7|7.8|6.8
머플러,2950,580,2370,높음,4.7,급상승,6.9|5.2|6.1|8.7|14.2|47.6|85.1|88.3|44.8|17.3|12.0|6.5|4.7
메이크업,12630,1530,11100,높음,17.1,급하락,22.1|27.7|29.5|28.1|19.4|36.5|23.1|20.5|19.2|16.2|18.5|17.8|17.1
멜빵,3870,690,3180,높음,6.2,급하락,9.8|8.7|9.0|8.8|8.2|8.7|7.6|7.5|6.7|5.3|6.0|6.2|6.2
명함지갑,12820,3680,9140,높음,8.8,하락,11.6|12.0|12.9|12.1|12.0|10.6|12.1|14.6|14.9|12.5|12.7|10.6|8.8
모노키니,19440,2840,16600,높음,10.4,급하락,16.2|21.3|35.0|22.7|10.7|6.9|7.0|9.0|10.3|9.6|8.3|8.2|10.4
모시,4060,590,3470,높음,2.7,급하락,3.9|3.9|3.6|3.2|3.9|4.1|2.1|1.7|1.8|1.8|2.1|2.5|2.7
모자,55840,8040,47800,중간,42.3,급하락,51.9|49.5|50.2|43.4|36.0|35.2|35.5|35.1|32.5|25.9|34.7|39.6|42.3
목걸이,63900,10800,53100,높음,42.9,하락,48.9|53.0|53.0|75.5|100|78.6|39.9|42.4|44.6|37.5|44.1|40.2|42.9
무스탕,3880,480,3400,높음,3.0,급상승,3.4|3.7|5.3|9.3|10.6|40.2|78.5|100|62.3|22.7|8.3|3.7|3.0
물병,17820,5820,12000,중간,14.4,상승,14.5|15.6|14.6|36.8|71.1|53.0|14.1|11.4|15.7|14.1|19.0|15.2|14.4
물안경,9900,1860,8040,중간,6.5,급하락,10.0|13.4|26.1|21.3|9.5|5.8|4.5|5.0|6.3|5.1|5.5|5.4|6.5
물통,13260,2760,10500,중간,10.9,급하락,13.4|14.2|14.6|13.1|12.2|8.9|8.7|8.8|9.0|9.3|11.7|10.7|10.9
물티슈,84100,21100,63000,중간,64.6,유지,69.1|77.2|79.5|86.8|85.1|73.0|65.8|85.8|87.9|71.6|95.7|72.4|64.6
미니백,15770,1870,13900,높음,54.9,급하락,100|92.1|80.7|83.6|72.5|62.5|52.4|52.9|52.7|48.8|60.3|57.1|54.9
민물낚시,1590,390,1200,높음,5.7,급하락,8.2|7.9|6.3|7.2|5.4|5.9|3.7|2.1|2.3|2.8|4.3|5.1|5.7
민소매셔츠,940,120,820,높음,2.3,급하락,3.2|5.0|6.3|3.6|1.8|2.0|1.0|0.9|0.9|0.7|1.5|1.8|2.3
민소매티셔츠,7770,840,6930,높음,22.7,급상승,5.0|7.1|13.2|8.6|3.7|2.1|2.0|2.3|2.5|2.7|7.4|14.7|22.7
바다낚시,5830,1340,4490,높음,22.5,급하락,28.0|25.1|25.0|28.8|27.1|29.2|18.6|14.0|13.2|15.4|16.3|19.0|22.5
바디로션,37400,10300,27100,높음,37.6,상승,42.6|37.4|33.5|56.6|100|89.3|69.6|70.4|78.8|52.3|48.7|41.5|37.6
바디리프팅,1060,140,920,높음,1.1,하락,0.6|0.7|0.8|0.8|0.6|0.5|0.4|0.4|0.4|0.4|0.4|0.4|1.1
바디미스트,12850,1650,11200,높음,11.0,급하락,14.8|16.4|16.8|13.2|9.7|7.9|7.5|7.7|7.9|7.4|8.7|8.7|11.0
바디스크럽,16270,2270,14000,중간,14.7,하락,13.4|14.4|14.7|13.7|11.3|9.8|10.0|11.0|12.3|11.7|12.6|11.5|14.7
바디슬리밍,430,70,360,높음,0.2,급하락,0.4|0.3|0.4|0.4|0.3|0.2|0.7|0.4|0.1|0.1|0.1|0.2|0.2
바디오일,7040,1070,5970,중간,3.2,급하락,4.2|6.2|3.2|3.0|3.4|4.7|7.2|7.1|7.1|4.6|3.8|3.4|3.2
바디크림,3050,510,2540,높음,1.3,급상승,1.3|1.0|1.0|1.1|1.5|1.8|2.7|4.6|4.0|2.3|1.9|1.5|1.3
바디클렌져,3050,290,2760,중간,1.2,하락,1.3|1.3|1.5|1.8|1.8|1.2|1.0|1.3|1.4|1.2|1.3|1.2|1.2
바디패치,170,20,150,높음,0.1,급하락,0.1|0.1|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1
바라클라바,13340,2540,10800,중간,5.4,하락,6.6|6.9|6.8|7.7|8.8|28.7|72.3|100|68.4|22.1|7.6|6.4|5.4
바람막이,42400,12700,29700,높음,62.3,급상승,91.7|35.7|17.3|22.9|88.4|82.0|24.5|14.6|16.6|31.5|87.5|97.2|62.3
바지,22050,6350,15700,높음,17.7,급상승,17.6|15.7|16.0|39.4|68.0|56.9|21.5|17.8|20.3|15.5|21.4|20.0|17.7
반지,41780,8280,33500,높음,32.0,하락,40.1|36.5|36.5|62.3|100|85.3|45.3|43.2|49.6|39.8|40.6|34.7|32.0
반지갑,5640,860,4780,높음,4.6,하락,6.8|6.0|6.4|7.9|6.3|7.0|6.0|6.5|7.4|7.1|6.3|4.9|4.6
반팔셔츠,17470,3370,14100,중간,11.5,급하락,17.2|20.2|16.8|9.6|3.9|1.1|0.6|0.6|0.8|1.0|2.3|6.2|11.5
반팔티셔츠,14490,4190,10300,높음,38.9,급하락,100|82.9|66.7|57.8|30.5|21.4|15.1|15.1|20.7|25.1|45.4|55.3|38.9
발찌,9070,1120,7950,높음,18.3,급하락,30.3|36.4|32.7|18.9|10.8|7.6|5.7|7.2|7.9|7.4|10.3|13.7|18.3
방수팩,10970,4260,6710,높음,13.5,급하락,18.9|36.8|98.5|76.8|19.8|10.4|10.7|18.7|14.9|13.4|11.4|9.0|13.5
방한모자,200,80,120,높음,0.2,급상승,0.5|0.3|0.6|1.0|2.4|15.1|51.9|82.9|59.3|11.0|1.1|0.4|0.2
방한용품,320,150,170,높음,0.5,급하락,0.8|0.6|1.0|1.2|2.5|12.2|25.0|32.1|18.8|3.7|0.8|0.4|0.5
방한화,640,190,450,높음,0.6,급상승,0.8|0.9|1.1|1.8|4.4|22.1|61.7|100|52.7|10.4|2.1|0.8|0.6
배게,50090,8890,41200,중간,47.7,하락,57.7|56.5|64.0|83.9|58.4|55.4|49.4|50.0|53.2|48.6|50.7|48.1|47.7
배낭대형,10,5,5,낮음,,,
배낭소형,15,5,10,높음,,,
배드민턴라켓,23740,3640,20100,중간,22.1,하락,31.8|30.3|26.2|23.4|26.3|20.9|19.5|16.5|14.6|11.7|25.7|25.8|22.1
배드민턴용품,1790,380,1410,높음,1.6,급하락,2.4|2.3|2.3|2.0|2.1|1.7|1.7|1.7|1.6|1.3|1.8|1.7|1.6
백팩,75600,14000,61600,높음,71.2,하락,96.8|94.6|96.0|100|98.3|90.4|72.8|74.7|88.4|85.4|87.2|83.1|71.2
버블바스,350,40,310,높음,0.7,급상승,0.7|0.5|0.5|0.4|0.4|0.4|0.4|0.4|0.5|0.4|0.4|0.9|0.7
버킷햇,26100,4300,21800,높음,23.7,급하락,40.2|41.4|41.9|25.6|16.5|13.3|13.0|11.7|10.2|8.9|14.8|21.2|23.7
베드민턴화,1170,130,1040,높음,1.1,하락,1.3|1.3|1.4|1.3|0.8|0.3|0.6|0.9|1.2|1.1|1.4|1.0|1.1
베스트,6870,1160,5710,높음,22.9,하락,32.6|25.6|25.0|24.7|30.4|38.7|40.1|35.2|29.7|23.9|30.0|26.3|22.9
벨트,17610,5310,12300,높음,54.5,급하락,96.2|100|98.1|93.1|99.0|97.4|80.0|82.5|80.5|63.6|77.9|75.3|54.5
보드,6340,1310,5030,중간,18.9,급하락,49.2|41.2|37.4|36.6|25.3|21.1|23.0|31.5|33.4|33.5|22.2|19.9|18.9
보드숏,2520,390,2130,중간,6.7,급하락,5.7|9.1|16.9|9.4|3.1|1.9|2.0|2.5|2.9|2.4|3.5|5.2|6.7
보드용품,15,5,10,높음,0.2,급상승,0.2|0.0|0.0|0.0|0.1|0.5|0.7|0.2
보드장갑,35,5,30,높음,0.0,급상승,0.0|0.0|0.0|0.1|0.3|1.1|2.9|10.6|12.0|3.7|0.2|0.0
보스턴백,27030,4830,22200,높음,59.8,급하락,98.1|90.8|89.5|100|83.6|78.9|70.4|69.6|71.3|67.1|70.9|67.1|59.8
보스톤백,10,5,5,높음,3.4,하락,4.4|4.0|3.7|4.0|4.7|5.1|3.8|3.5|4.0|3.4|4.3|3.5|3.4
보호대,1250,360,890,높음,2.7,급하락,3.9|5.6|8.6|4.2|4.1|3.4|4.1|4.5|3.5|3.2|3.2|2.9|2.7
볼펜,14180,3880,10300,중간,30.6,유지,38.6|36.4|38.4|47.4|48.3|43.4|43.8|49.4|53.6|43.1|48.1|38.5|30.6
부츠,5220,860,4360,높음,6.0,급하락,8.6|10.2|10.2|15.0|22.3|45.9|66.1|75.5|44.4|13.7|9.4|6.9|6.0
브라탑,32990,3890,29100,높음,33.5,급하락,32.1|37.9|41.8|27.2|16.9|11.6|10.3|9.5|10.6|10.4|16.9|24.0|33.5
블라우스,55400,12500,42900,높음,60.3,하락,69.1|74.4|67.5|55.5|58.4|39.9|21.4|19.0|22.8|29.3|53.4|58.7|60.3
비누,23210,7910,15300,높음,24.6,상승,22.7|24.3|23.6|53.3|100|73.1|23.8|24.7|34.3|23.3|31.4|26.3|24.6
비니,6490,890,5600,중간,8.2,급상승,9.1|7.4|7.7|9.8|12.9|25.4|48.1|64.9|57.5|26.7|14.7|10.3|8.2
비치백,6590,1110,5480,높음,3.2,급하락,4.4|7.4|14.6|6.9|2.0|1.2|1.3|1.4|1.8|1.6|1.7|2.0|3.2
비치웨어,5900,1030,4870,높음,3.1,급하락,4.8|6.2|10.8|6.7|3.5|2.6|4.3|4.0|5.0|3.6|3.5|2.9|3.1
비치타올,11100,2430,8670,높음,4.8,급하락,9.8|15.9|36.6|19.2|5.8|4.2|3.3|3.5|4.1|3.5|3.4|3.7|4.8
비키니수영복,2420,330,2090,높음,1.3,급하락,1.8|2.3|4.1|3.4|1.4|1.0|1.1|1.4|1.8|1.3|1.3|1.0|1.3
샌들,100300,18700,81600,높음,46.4,급하락,57.5|100|99.5|40.0|11.1|5.1|3.0|3.3|4.2|4.4|8.6|21.6|46.4
샴푸,66100,17900,48200,중간,33.3,유지,33.9|35.3|33.4|57.9|100|74.7|32.1|35.8|48.2|32.9|36.7|30.7|33.3
서류가방,9370,2110,7260,높음,5.1,급하락,7.2|11.5|8.5|8.0|6.8|6.2|7.1|7.2|8.0|6.3|7.1|5.7|5.1
선글라스,87400,18200,69200,중간,50.2,급하락,51.4|55.1|60.7|56.4|61.3|44.5|19.8|17.8|23.6|21.4|30.9|45.8|50.2
선케어,290,100,190,높음,0.1,급하락,3.9|3.3|2.9|2.6|0.4|0.0|0.0|0.0|0.0|0.1|0.1|0.1
설거지통,4720,610,4110,중간,2.2,하락,2.8|2.7|2.6|2.7|2.6|2.2|2.2|2.3|2.7|2.5|2.7|2.3|2.2
셔츠,22740,7140,15600,높음,25.2,상승,30.9|26.0|22.4|47.9|100|72.9|18.0|14.3|19.2|17.9|28.8|29.8|25.2
손목밴드,3040,660,2380,중간,3.2,하락,4.4|3.6|3.7|4.6|3.4|2.6|3.0|2.5|2.4|2.9|3.2|3.0|3.2
손목보호대,48000,9000,39000,중간,47.9,급하락,66.5|72.3|67.3|71.6|67.3|53.7|53.3|51.9|51.5|43.8|54.8|53.1|47.9
손수건,19280,3380,15900,중간,18.7,급하락,21.4|22.7|33.4|27.8|19.1|14.4|12.9|12.8|12.4|11.8|15.6|16.8|18.7
숄,2880,420,2460,높음,2.9,하락,4.1|3.4|3.4|3.7|6.0|10.0|10.0|8.5|5.9|4.0|4.2|3.2|2.9
숄더백,24780,3480,21300,높음,59.7,유지,67.9|63.2|70.2|85.0|79.2|71.5|60.0|61.8|68.9|68.2|77.4|63.2|59.7
숏,2320,610,1710,높음,5.0,하락,6.4|6.2|6.0|6.3|6.1|7.7|7.3|5.1|5.4|5.3|5.8|5.5|5.0
숏레깅스,900,120,780,중간,2.0,급하락,2.5|3.2|3.2|2.0|1.6|0.9|0.6|0.6|0.7|0.7|1.2|1.6|2.0
숏팬츠,1730,270,1460,높음,3.5,급하락,4.8|6.8|8.0|4.6|3.0|2.5|2.0|2.3|1.9|1.9|2.0|2.7|3.5
수경,20610,3810,16800,중간,42.0,급하락,59.9|73.1|100|89.6|52.1|37.4|37.0|38.3|45.4|36.8|43.5|38.9|42.0
수모,14550,2350,12200,중간,30.6,급하락,40.0|43.1|53.2|52.2|43.7|32.2|33.8|33.3|35.0|28.5|34.4|34.2|30.6
수비장갑,330,40,290,높음,0.7,급하락,1.2|1.2|1.0|1.1|0.9|1.0|1.1|1.0|0.9|0.6|0.7|0.6|0.7
수영가방,29040,4440,24600,중간,59.7,급하락,69.2|80.9|100|95.6|68.8|47.8|45.5|46.9|60.4|51.5|67.2|59.1|59.7
수영모,5520,990,4530,중간,11.2,급하락,14.3|16.2|24.2|20.5|13.0|8.2|8.1|9.3|11.0|14.0|20.2|11.0|11.2
수하물캐리어,160,30,130,높음,0.1,급하락,4.1|2.9|0.8|4.1|2.2|1.1|0.8|0.5|0.7|0.4|0.3|0.2|0.1
스냅백,7730,1110,6620,높음,7.1,급하락,8.8|9.6|10.4|11.2|10.5|9.3|6.2|6.0|6.6|5.7|6.7|6.6|7.1
스노클,5390,1610,3780,중간,3.6,급하락,3.4|4.4|7.7|7.4|4.2|2.6|3.2|2.6|3.3|2.6|3.2|3.3|3.6
스니커즈,31090,5490,25600,높음,28.7,하락,41.1|34.5|29.2|29.1|37.2|35.1|27.6|25.2|26.8|26.4|36.8|32.6|28.7
스웨터,2400,420,1980,높음,2.4,하락,3.5|3.7|4.0|3.9|5.0|9.4|10.5|11.2|8.0|4.6|4.3|2.9|2.4
스카프,20570,6470,14100,중간,24.4,급상승,31.3|23.7|16.2|40.3|94.0|100|62.2|42.3|40.8|48.1|78.3|43.0|24.4
스커트,13580,1780,11800,높음,49.8,급하락,68.8|72.3|68.9|74.4|57.8|55.8|46.0|42.9|40.9|37.9|55.5|54.5|49.8
스키,3940,830,3110,높음,12.8,급하락,28.8|27.2|26.5|31.1|27.4|31.1|50.9|98.2|100|89.9|19.1|13.1|12.8
스키장비세트,10,5,5,높음,0.1,급상승,0.0|0.6|0.5|0.5|1.6|2.3|1.0|0.1
스타킹,9870,2160,7710,높음,40.2,급상승,52.6|40.5|38.6|41.8|54.6|83.7|99.5|93.8|74.5|63.7|75.1|50.9|40.2
스토브,12020,7010,5010,중간,49.1,급하락,76.5|69.3|74.8|71.8|77.3|99.6|99.3|75.6|61.5|54.5|53.9|48.6|49.1
